2021,2022,2023,2024,predicted
563,505,563,615
6660,6946,6460,6909
13431,11782,12412,
1034,1195,1039,1188
2295,2034,2219,
2661,2742,2707,2932
5927,5828,5063,
1651,1613,1515,1650
2698,2323,2477,
712,844,716,833
84,887,929,
9931,11691,9886,10475
17250,19876,18026,
1860,1877,1933,1958
3858,3188,3244,
4745,4633,4785,5006
8735,9020,7959,
2537,2749,2551,2631
2907,3556,3547,
423,1311,1313,1342
9114,10038,9218,9734
18167,16438,17462,
1405,1639,1450,1676
3496,2863,2993,
3782,3849,3629,4112
8395,7634,6921,
2049,2092,1962,2133
3099,3240,3168,
950,994,934,974
764,1183,1502,
4625,4797,5139,4849
9665,10103,9291,
972,937,925,1040
2356,2475,2457,
2652,2631,2725,2749
6264,5994,5718,
1495,1601,1570,1548
2775,2103,2689,
879,924,795,819
424,1201,1442,
2311,2343,2361,2221
5065,4570,5442,
133,44,172,140
430,511,499,474
1331,1007,1425,
1352,1215,1369,1303
3765,3931,3274,
736,680,833,655
1228,1016,1274,
405,565,493,481
339,764,649,
3363,3956,3996,3646
7985,7820,7173,
699,855,709,594
1762,1855,1592,
2006,2002,1986,2054
4504,4164,4299,
966,976,1058,887
2655,1578,2061,
693,626,705,572
453,974,808,
3832,4316,4237,4169
8646,8274,8893,
137,59,170,159
679,713,670,778
1543,1805,1972,
1620,1750,1921,2063
4418,4666,4492,
22,,41,124
727,860,842,852
1638,1644,1523,
130,170,214,188
209,530,868,
100,102,115,116
432,450,419,
3,8,9,5
9,,72,
30,28,34,35
105,87,117,
2,3,3,
84,87,104,89
340,266,317,
5,3,9,3
34,34,46,50
185,130,129,
3,2,2,2
17,18,24,23
53,92,116,
180,197,185,204
647,700,724,
18,,23,10
66,59,65,54
352,131,170,
159,161,166,169
475,532,558,
66,80,105,80
337,305,338,
36,49,54,42
280,191,210,
553,574,576,625
1586,1572,1693,
53,39,61,54
48,28,118,
148,153,150,156
450,371,382,
12,,18,27
366,383,449,422
1190,1484,1023,
24,23,49,18
165,220,212,230
712,706,662,
112,114,74,95
155,177,218,
841,797,792,810
1757,2088,2213,
109,85,112,70
182,215,190,214
478,541,479,
573,516,578,510
2085,2005,1530,
295,300,355,288
881,743,813,
235,210,172,159
401,326,356,
3015,2839,2785,2707
5270,6398,5965,
18,,3,115
517,573,560,565
2003,1946,2017,
1928,1910,1959,1957
6651,5546,5238,
1239,1108,1253,1092
1738,1196,1702,
645,627,704,645
753,930,1498,
1258,1314,1160,1194
2820,2792,2532,
80,103,100,
260,289,275,307
1263,956,748,
894,835,799,640
3374,2526,1699,
18,62,42,43
432,409,498,407
1465,886,841,
367,253,280,245
630,1105,473,
2352,2925,2562,2560
5197,6738,5723,
41,156,142,112
586,764,830,715
2031,1935,2226,
1861,1968,1963,1917
5727,5411,4646,
1156,1275,1189,1117
1966,2078,2539,
801,705,938,746
11,1170,1292,
4200,4259,4015,3797
9163,10094,9028,
840,874,894,928
2162,2132,2171,
2361,2249,2522,2504
5742,5778,5609,
1387,1261,1418,1408
3156,1735,1809,
726,810,841,813
491,1240,1387,
315,308,350,332
930,942,815,
11,23,15,25
74,96,121,
87,85,78,74
230,169,191,
263,243,229,218
976,933,862,
19,20,13,11
126,155,144,164
536,589,701,
92,96,80,97
121,219,223,
376,401,429,417
1199,1026,1198,
82,,44,
125,115,99,84
349,335,269,298
1303,1178,1003,
188,183,206,185
643,628,377,
119,116,109,170
1743,1882,1757,1782
4607,4401,4077,
12,120,47,35
314,401,374,420
1226,1147,1279,
8,,35,11
910,980,1024,1010
3386,3002,2718,
10,,68,41
422,507,528,500
1345,1260,1416,
184,296,282,310
577,735,678,
3346,3589,3213,3089
7585,9192,7229,
785,828,769,722
2106,2688,2376,
2114,2156,2279,2191
5846,5549,5398,
1149,1312,1364,1335
2616,2562,2649,
845,742,804,810
670,1127,1201,
5816,5796,6100,6102
11287,12034,10958,
1196,1052,1253,1215
2650,2677,2598,
3175,2972,3308,3185
7237,7164,6280,
1836,1759,1771,1780
3369,2873,2769,
259,1093,984,991
698,960,1578,
9380,10568,9937,9773
16938,16532,16636,
192,,90,
1247,1623,1497,1474
3234,2739,2555,
3536,3569,3770,3974
6987,7648,6605,
1789,1975,1983,1881
2788,2701,2964,
613,637,684,631
128,1173,1362,
1228,1204,1320,1389
2825,2765,2768,
42,60,64,57
124,216,159,218
460,380,448,
461,537,423,649
1514,866,1182,
21,17,29,16
262,270,282,329
786,600,548,
2,,1,12
144,122,134,168
355,227,175,
3725,3828,3393,3818
9611,7458,6992,
131,183,191,270
532,578,644,744
1237,1096,1414,
1683,1613,1597,1648
4562,4154,3368,
964,946,1002,997
1672,1789,1940,
545,558,485,467
634,866,1039,
7240,7509,6970,6812
15010,14751,13222,
1000,1292,1153,1173
2926,2735,2542,
2696,2959,2850,2993
6490,6469,5397,
1539,1630,1609,1702
2789,2677,2614,
786,857,717,747
194,1332,1204,
10884,11310,10681,10894
20546,18446,17070,
1572,1884,1792,1821
3710,3127,3195,
4452,4105,4238,4524
8110,7925,7569,
2468,2357,2424,2597
900,3305,3882,
300,1115,1121,1225
1232,48,1568,
4493,5297,4514,4745
10468,10155,8512,
124,,93,269
735,976,861,989
2049,1978,1632,
1988,2302,2194,2345
4074,4659,3832,
6,,91,
1113,1036,1208,1302
1902,1887,2126,
744,693,734,799
206,837,604,
4929,5687,4974,
11246,12031,11076,
844,996,1095,
2277,2445,2747,
6119,5327,4344,
1150,1116,1309,
1969,1616,2281,
774,719,436,
7901,9008,9371,10770
15717,16279,16434,
1351,1562,1616,1744
2725,2805,2832,
3707,3865,3956,4488
8128,7429,6804,
2105,2093,2190,2523
466,3248,2903,
232,1098,1082,1129
699,1046,1107,
9387,11268,10542,
18017,18441,18581,
1766,1832,1843,
3314,3198,3636,
4351,4219,4526,
8386,8872,8294,
2447,2332,2556,
3214,3296,3413,
495,1263,1280,
468,1526,67,
11437,13114,11971,12893
19658,20888,19695,
2017,2181,1994,2100
3924,3876,3869,
5137,5079,5144,5493
8927,8841,8169,
2968,2902,2842,3092
1908,3885,3966,
649,1470,1384,1462
1186,356,1644,
17259,17664,19542,20427
27472,24641,21656,
2540,2610,3541,3311
4631,4864,4579,
6072,6057,7288,7772
3289,3120,3306,4204
2077,3970,4121,
1494,1297,188,1755
6768,7751,7751,7972
10978,13070,13280,
1267,1437,1428,1415
2682,2395,2612,
3377,3252,3481,3797
6506,6644,3530,
1849,1785,2047,2294
2567,3167,3215,
20,942,1068,1002
8008,9330,9237,
16500,15908,15198,
1571,1806,1635,
4193,3979,3957,
7774,6999,7660,
2210,2045,2321,
3101,3052,2865,
346,1241,1219,
1025,846,1505,
4149,4846,4605,4848
8603,9398,8787,
702,916,851,911
2154,1676,1796,
2117,2197,2289,2388
5390,4535,4577,
1197,1240,1377,1297
1152,1908,2053,
622,669,629,740
834,687,646,
5348,6048,6015,
10915,11736,11555,
1031,1179,1099,
2399,2098,1992,
2473,2749,2839,
6961,5932,5701,
1467,1520,1561,
2786,2038,1999,
792,821,766,
11294,12252,11867,12488
18751,19659,18465,
1823,2059,1976,1934
3873,3854,3734,
4936,4635,4753,5375
8449,8916,7874,
2877,2816,2888,3023
658,3545,3592,
728,1461,1374,1496
1185,1398,93,
5855,6556,6442,6992
12800,13117,12877,
140,,,149
919,1207,1192,1214
1815,1972,2358,
2506,2670,2785,2991
5335,5583,5124,
1356,1418,1444,1578
2006,2302,2295,
382,508,527,541
373,817,686,
7029,7540,7737,
14810,16354,15348,
1085,1282,1316,
2950,3074,3185,
6471,6591,6815,
1561,1659,1814,
2460,2316,1819,
615,655,645,
285,303,261,415
894,905,702,
19,17,29,22
102,45,99,
50,52,54,67
6,7,8,9
161,138,158,209
420,353,384,
6,10,11,7
86,85,86,137
218,147,131,
5,5,1,6
43,39,32,67
95,140,132,
3,,2,5
451,526,599,
1502,1256,1346,
60,36,31,
109,102,111,
401,360,244,
298,326,344,
653,914,897,
20,16,20,
173,143,175,
679,510,474,
91,79,75,
278,280,468,
5250,6173,5395,5263
10742,9527,12359,
164,,,315
1054,1165,1015,986
2825,1699,2284,
3132,2850,2844,2736
5930,6465,5561,
2216,1848,1905,2027
3176,2205,3660,
449,1132,1089,818
1203,835,1460,
1620,1805,1723,2016
4399,3785,3949,
27,77,115,19
293,326,330,349
663,502,674,
6,19,13,
806,851,831,944
1973,2296,1314,
42,54,66,29
511,450,497,544
1035,934,806,
268,288,234,257
426,382,362,
2066,2314,2200,
5887,5059,5140,
373,471,427,
1250,898,721,
1148,1151,1092,
2767,2540,2091,
621,712,557,
1190,1308,1421,
321,417,377,
1132,1145,1144,1448
2780,2410,2372,
70,70,65,72
86,85,197,
214,194,195,228
445,485,369,
14,14,17,30
567,510,540,687
1254,1252,1139,
4,40,38,25
246,251,292,390
481,537,676,
219,173,135,219
458,238,182,
1624,1637,1639,
4476,3432,3970,
84,68,144,
280,320,289,
1035,688,606,
897,889,1015,
2550,1654,1591,
451,523,501,
1004,855,945,
274,357,303,
629,394,583,
10461,11592,11127,12413
18982,20790,19398,
1771,1918,1937,2058
4066,3627,3976,
5027,4907,5003,5104
8821,8851,8536,
2840,2664,2754,3004
830,3867,4068,
826,1465,1415,1497
1226,1550,423,
3954,4307,3667,4364
9530,9190,9158,
634,885,633,772
2849,1889,1457,
2180,2049,1747,2307
5421,4685,4202,
1303,1189,1137,1653
3211,1610,2564,
877,698,681,840
152,605,1222,
4908,4991,5268,
11657,12126,13375,
1011,1157,946,
2307,2351,2333,
7019,5740,3820,
1613,1455,1826,
853,2414,2627,
81,965,914,
2281,2533,2334,2481
5942,5533,6095,
439,513,524,510
1274,1242,1311,
1366,1360,1306,1302
3432,4093,2336,
664,733,913,895
2115,1836,1761,
512,469,535,583
973,751,1235,
5411,5858,5483,6067
13143,12657,11920,
1062,1249,1210,1328
2842,2648,2460,
2795,3022,3098,3292
7746,6490,6221,
1616,1802,1894,2076
3241,3068,2920,
199,870,1052,1034
482,1326,1435,
6070,6924,6980,
13781,15722,14560,
1235,1427,1438,
3289,3234,3386,
7097,5914,6696,
1975,1858,1959,
788,3002,3929,
260,986,1111,
1332,1335,1353,1329
4565,3665,3723,
73,79,130,53
136,182,,
242,253,258,254
19,13,16,
715,761,746,740
1696,2331,1803,
54,8,4,4
555,478,479,509
1551,1410,1464,
207,243,291,267
269,450,403,
2896,3350,3120,3613
8102,9315,7331,
153,88,110,356
503,686,563,703
1619,1698,1269,
1348,1576,1525,1721
3905,4346,3708,
788,903,944,966
2058,1950,1764,
412,495,489,540
4485,5197,4639,
10787,11336,11509,
780,953,833,
2101,2218,2419,
6231,5472,5153,
991,1165,1363,
2617,2287,2433,
598,789,642,
1005,1275,715,
6203,6920,6738,7104
11789,12375,12326,
1155,1322,1313,1359
2388,2317,2467,
2808,3033,3075,3378
6670,6116,6192,
1655,1622,1834,2109
3113,2795,2850,
785,714,906,930
171,987,1256,
7377,8364,8386,
15433,16871,15393,
1248,1486,1495,
3294,3438,3469,
7833,6820,7147,
2022,2032,2320,
3162,3151,3349,
67,999,1098,
7493,8739,8904,10218
16013,16942,16340,
1417,1432,1480,1572
2918,3018,2824,
3521,3579,3608,4015
7888,7746,7047,
2011,2059,2123,2285
848,3123,3331,
45,1004,907,1085
714,1542,1524,
9002,9932,9939,
20029,19411,17675,
1509,1534,1681,
4055,3983,3855,
8004,8422,8094,
2309,2244,2370,
1327,3516,3858,
32,1166,1119,
10202,11583,11192,
20280,20265,19120,
1554,1711,1896,
4482,4143,4306,
8054,8617,7914,
2578,2450,2520,
2020,3837,3931,
227,1108,1266,
7738,8355,8360,9098
14964,15927,14947,
1395,1453,1595,1695
3069,3130,3189,
3656,3620,3815,4208
7221,7719,6992,
2024,2024,2076,2357
2959,3185,3713,
182,1032,1158,1192
1177,1400,1584,
8985,9383,9860,
18269,16710,16613,
1644,1703,1720,
3288,3637,3640,
4189,3785,4194,
7941,8125,7672,
2274,2325,2328,
3023,3313,3340,
606,1273,1239,
7227,8366,7687,9672
16411,17376,14100,
1579,1922,1882,1701
3760,3499,2596,
4059,4052,4149,4608
8552,8373,7629,
2133,2536,2363,2664
331,3444,2752,
605,1327,1367,1336
658,205,79,
676,840,875,875
1747,2316,1845,
83,,,
97,98,115,127
268,362,189,
357,427,367,399
631,720,798,
241,216,200,251
533,610,295,
132,95,91,89
7586,9840,9354,8493
12534,12043,14001,
1592,1916,1745,1636
3718,3656,3774,4087
6556,5618,6911,
2235,2140,2466,2563
3362,2698,2950,
143,944,1166,1197
7672,9150,9219,8524
9354,10714,12599,
1449,1697,1618,1632
3538,3645,3899,4058
6782,5893,6361,
2090,1903,2384,2324
119,939,851,1099
6079,6822,6282,5757
11790,11329,10784,
974,1216,1062,1021
2541,1723,1894,
2867,2915,2778,2755
5845,5494,3981,
1641,1639,1640,1588
2300,1285,2312,
728,880,708,783
307,877,910,
7775,8716,8287,7898
14454,14090,14111,
1153,1388,1321,1331
2966,2307,2191,
3110,3413,3314,3334
4786,5606,4587,
1521,1732,1662,1789
2310,2461,2448,
565,629,612,697
945,859,1018,
1383,1633,1812,1790
2795,3260,4433,
307,268,347,272
771,934,965,991
2122,1104,1320,
585,682,622,657
374,357,425,441
521,608,604,656
1227,1503,1300,
40,19,43,32
91,,,
86,88,94,112
114,174,128,
253,292,249,302
513,514,650,
15,,,
142,164,149,182
653,566,170,
79,61,57,82
113,86,117,
2094,2466,2076,2105
5413,5070,3787,
147,82,6,133
349,418,400,387
890,612,704,
946,1119,1033,1021
2685,1827,1683,
684,755,679,614
1124,1077,753,
349,316,203,292
231,343,605,
5408,6196,5357,4932
8559,10587,8131,
1106,803,1273,1180
3376,2927,2590,
2645,3111,2780,2856
7236,7000,5480,
1897,2083,1597,1818
2531,2566,2939,
234,977,941,1066
3902,4207,3987,3835
8147,7402,6124,
628,631,601,654
1511,1288,1337,
1575,2487,1971,1984
5222,4270,3375,
1820,1576,1509,1125
3095,1737,579,
811,543,689,592
283,912,1381,
7506,9304,9603,9551
14031,13828,14327,
1377,1391,1768,1799
3587,3795,3609,4097
7240,7260,6559,
1909,2255,2194,2370
342,992,1223,1240
8154,8722,8606,8197
14635,13850,13873,
1330,1374,1510,1422
2984,2971,2334,
3299,3506,3494,3481
7329,7042,5668,
1965,2123,2147,2196
3284,2785,2494,
980,928,1035,945
1075,1135,1030,982
3213,2592,1893,
90,,,
131,159,132,158
486,546,489,480
1286,1079,871,
331,342,311,301
1266,590,542,
214,159,138,178
4787,5273,4536,4469
11710,10167,9449,
159,184,269,142
719,986,698,786
1731,1965,1834,
1926,2268,2112,2121
5055,4887,4176,
1008,1043,1117,1116
2147,2243,2036,
519,590,540,570
880,948,1044,
3793,3257,3082,4182
8682,6475,6706,
132,172,119,111
550,456,546,555
1394,975,1213,
1543,1398,1532,1722
3317,3326,3145,
24,,30,
872,986,875,1081
2048,1388,1899,
481,432,399,589
809,,886,
14312,14993,14292,14666
24135,19464,21318,
2172,2285,2248,2295
3891,3784,,
5538,5393,5420,5752
8958,,8516,
2988,2876,2780,3167
815,3869,3999,
650,1396,1358,1452
1301,,434,
11177,11496,10458,11036
19984,19173,16132,
1901,1734,1706,1782
3773,2765,3125,
4767,4534,4198,4613
7810,7765,7385,
2516,2516,2386,2688
688,3164,3526,
178,1145,1117,1120
830,,34,
12601,13138,12329,13316
22203,21250,19224,
1888,1940,1840,2031
4129,3304,3400,
4604,4706,4553,4937
6758,7890,6603,
2491,2451,2511,2619
2802,3062,3661,
826,708,877,980
503,,1375,
2897,2430,2270,3061
6773,5474,5206,
115,138,109,76
419,366,452,416
1080,851,1096,
1199,1179,1276,1404
3259,2456,2476,
50,26,57,
649,652,631,789
1386,1085,1130,
417,354,337,396
557,633,550,
6567,6648,6070,6346
12811,11070,10959,
1005,1189,1034,1149
2464,1682,2216,
2682,2639,2775,2972
5826,5238,4912,
1670,1605,1676,1835
2317,2434,2632,
764,787,699,875
90,850,1126,
14268,14435,13318,13339
24862,21265,20040,
2123,2100,2151,2211
4241,3606,3676,
5337,5207,5287,5688
8835,8096,8620,
2977,2834,2951,2950
2022,3699,4098,
694,1333,1337,1419
1261,,359,
9327,9711,9206,9488
19107,16969,17543,
1485,1508,1409,1616
2982,2787,3349,
3934,3873,3741,4105
8471,7726,7406,
2066,2105,2069,2330
163,3154,3624,
896,1011,978,1071
603,1504,1517,
3809,4683,3754,3638
8988,9510,8157,
116,172,87,157
624,853,818,875
1700,1784,1939,
1920,2214,2047,1980
4802,4788,4333,
2,,65,
1103,1092,1213,987
1798,1437,2261,
628,744,698,681
1023,923,945,
6837,7309,7520,6952
12606,12011,11591,
1318,1409,1263,1341
3001,2759,2684,
3473,3262,3470,3476
7529,7242,6396,
2045,2071,2051,2071
2935,3188,3442,
279,1213,1124,1168
864,1381,282,
4063,4649,4097,4015
7555,7739,8176,
65,,229,199
638,762,743,707
1937,1233,1793,
1842,2034,2096,2058
4839,5201,4227,
1209,1281,1127,1185
2027,1805,2057,
657,678,700,684
373,909,1179,
9197,9676,10942,10498
16901,18131,17370,
1601,1728,1847,1650
3761,3336,3313,
4369,4440,4449,4766
8336,8655,7650,
2865,2631,2591,2667
1074,3553,3977,
836,1442,1372,1434
1406,1471,401,
5648,6297,5933,5948
12559,12716,12566,
201,58,164,395
832,1078,1044,1020
2406,2209,2468,
2363,2582,2652,2764
5657,5512,5612,
1211,1380,1422,1509
2470,2372,2116,
428,430,487,482
839,890,1091,
216,237,215,252
777,766,610,
26,12,13,11
121,78,122,
48,55,47,51
185,160,146,
3,4,4,4
147,155,143,132
479,480,490,
9,4,8,6
88,94,76,96
350,323,258,
4,3,3,4
7,,,
47,43,41,54
236,175,154,
9523,9614,10106,10058
15484,18408,16450,
1548,1714,1817,1627
3080,3656,2750,
4710,4513,4644,4562
8868,8908,7518,
2695,2826,2798,2567
1160,3836,3270,
751,1314,1331,1369
1246,1537,414,
3167,3300,3242,3106
6237,6825,7141,
127,66,253,169
531,765,766,690
1174,1641,1585,
1932,1971,1571,2051
5323,4257,4131,
1716,1461,1351,1430
3058,1875,3188,
990,759,900,725
713,1362,920,
1297,1368,1305,1290
3409,3169,3440,
64,109,113,128
169,56,24,
236,287,264,259
761,705,718,
10,21,5,3
711,696,716,743
2374,2367,1814,
35,15,71,61
458,410,535,452
1294,1001,1243,
262,269,202,203
475,460,567,
6105,6535,6405,6008
13069,12794,11713,
1166,1226,1235,1258
2749,2687,2573,
2952,3003,3081,3126
7342,6446,5697,
1814,1881,1987,1853
518,3129,3348,
121,1083,982,1080
731,1364,1376,
1045,1143,987,990
2858,2856,3542,
79,118,67,100
220,212,205,209
396,504,446,
693,681,679,673
2163,2314,1929,
612,646,576,372
1497,1432,1128,
300,325,340,343
554,725,343,
2823,3155,2844,2776
7140,8176,6999,
42,57,171,34
484,592,531,506
1515,1412,1666,
1275,1529,1411,1392
4505,4501,4115,
69,,87,135
804,914,899,834
2285,1967,2020,
438,465,452,509
1020,838,777,
5358,6383,5572,5508
11160,12428,14020,
1314,1568,1650,1436
2979,3100,2535,
3387,3781,3792,3602
8222,7850,7013,
1424,2446,2127,2363
2577,2559,2796,
791,1383,1250,1277
1137,248,256,
1280,1082,1090,1030
3102,3060,3686,
75,161,75,105
249,246,169,207
1032,591,727,
763,833,770,714
2434,2497,1761,
655,588,455,534
1756,1096,993,
356,378,330,224
3259,3881,3001,2815
7031,8042,5990,
86,165,85,119
610,862,701,837
1378,1504,1306,
1584,1666,1606,1655
3529,4623,3594,
961,1248,1202,900
972,1830,1628,
558,500,518,478
706,664,548,
3595,4819,3293,2984
8218,7705,6279,
166,93,,
527,966,897,883
1706,1957,1685,1455
726,836,207,995
2023,2027,,
7361,8056,,
10710,5674,,
1529,1773,,
2853,2940,,
3623,3502,,
5784,6848,,
2193,1999,,
76,3306,,
480,1081,,
11418,11452,,
15620,16460,,
1675,2018,,
3302,3343,,
4681,4948,,
7722,8172,,
2791,2722,,
1081,3427,,
680,1390,,
4055,4677,4291,3972
7696,8921,6435,
95,75,,383
701,838,811,784
2104,1608,1699,
2015,2096,1790,2042
3817,4256,3535,
1297,1329,1292,1237
2191,2085,1726,
597,520,581,617
222,788,919,
5740,6106,5880,5688
11569,10183,9032,
59,98,160,282
859,1004,1064,1111
2649,1896,1845,
2357,2440,2521,2592
4541,4932,4531,
1233,1252,1287,1324
1932,2249,1976,
403,360,464,522
709,685,800,
163,175,144,159
644,617,479,
6,6,4,4
23,27,,
37,34,36,42
93,60,85,
89,88,100,82
303,207,293,
8,7,3,4
42,46,,
58,53,53,72
196,54,128,
24,24,15,29
110,87,28,
2,3,,
1009,1028,908,838
2199,2184,2158,
51,55,102,94
221,272,218,178
508,469,368,
474,547,477,407
1438,1553,1047,
32,17,60,51
399,367,316,378
912,720,661,
8,,,
167,198,146,149
418,402,302,
3579,5374,4436,3656
10571,8618,7929,
87,,105,359
900,1144,997,1235
2296,2344,2172,
1992,2294,1832,1772
5728,5131,4368,
70,,,
1532,1653,1753,1571
2854,2289,1887,
292,991,989,1133
625,1279,1139,
1884,2090,1795,1858
4961,7936,4716,
899,773,740,803
2057,1559,2346,
1654,1417,1378,1192
4643,4723,2088,
965,1274,1174,1326
2528,1751,1470,
904,763,847,1022
2491,2786,2509,2310
6344,7823,5547,
158,124,5,156
492,669,513,577
1442,1274,1016,
23,,44,
1120,1258,1225,1199
3594,3765,2616,
61,49,85,93
696,788,832,792
1873,1570,1544,
1,,,
381,426,424,369
754,643,803,
5800,6305,6004,4748
12037,11090,9635,
